Tools,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518134,1617.833,1,OK,0.1255332,-0.0773172,-0.9890720,0.0000000,158.820,6.185,-136.570,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518142,1617.858,1,OK,0.1255194,-0.0790231,-0.9889389,0.0000000,158.832,6.239,-136.577,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518150,1617.883,1,OK,0.1254143,-0.0801474,-0.9888618,0.0000000,158.848,6.265,-136.569,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518158,1617.908,1,OK,0.1253797,-0.0791682,-0.9889451,0.0000000,158.842,6.228,-136.567,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518166,1617.933,1,OK,0.1252908,-0.0798687,-0.9889000,0.0000000,158.855,6.247,-136.561,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518174,1617.958,1,OK,0.1253995,-0.0779395,-0.9890401,0.0000000,158.831,6.173,-136.590,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518182,1617.983,1,OK,0.1252150,-0.0789815,-0.9889809,0.0000000,158.868,6.211,-136.575,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518190,1618.008,1,OK,0.1253249,-0.0802116,-0.9888679,0.0000000,158.848,6.234,-136.585,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518198,1618.033,1,OK,0.1253897,-0.0813218,-0.9887690,0.0000000,158.825,6.255,-136.584,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518206,1618.058,1,OK,0.1254800,-0.0809386,-0.9887890,0.0000000,158.805,6.228,-136.609,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518214,1618.083,1,OK,0.1253647,-0.0812980,-0.9887742,0.0000000,158.840,6.247,-136.614,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518222,1618.108,1,OK,0.1251074,-0.0820378,-0.9887456,0.0000000,158.889,6.280,-136.583,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518230,1618.133,1,OK,0.1249981,-0.0841252,-0.9885840,0.0000000,158.914,6.350,-136.554,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518238,1618.158,1,OK,0.1249699,-0.0838515,-0.9886109,0.0000000,158.924,6.351,-136.566,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518246,1618.183,1,OK,0.1249810,-0.0845014,-0.9885541,0.0000000,158.923,6.366,-136.567,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518254,1618.208,1,OK,0.1249835,-0.0851002,-0.9885024,0.0000000,158.906,6.378,-136.556,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518262,1618.233,1,OK,0.1250963,-0.0843012,-0.9885566,0.0000000,158.868,6.343,-136.560,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518270,1618.258,1,OK,0.1250015,-0.0845937,-0.9885436,0.0000000,158.878,6.359,-136.537,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518278,1618.283,1,OK,0.1249087,-0.0839379,-0.9886113,0.0000000,158.897,6.340,-136.537,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518286,1618.308,1,OK,0.1248177,-0.0838825,-0.9886275,0.0000000,158.913,6.348,-136.542,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518294,1618.333,1,OK,0.1249054,-0.0838517,-0.9886190,0.0000000,158.894,6.350,-136.557,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518302,1618.358,1,OK,0.1252046,-0.0818261,-0.9887509,0.0000000,158.819,6.265,-136.596,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518310,1618.383,1,OK,0.1251692,-0.0817407,-0.9887624,0.0000000,158.821,6.263,-136.602,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518318,1618.408,1,OK,0.1251132,-0.0825024,-0.9887062,0.0000000,158.826,6.275,-136.599,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518326,1618.433,1,OK,0.1250814,-0.0826553,-0.9886975,0.0000000,158.828,6.277,-136.607,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518334,1618.458,1,OK,0.1249639,-0.0834792,-0.9886431,0.0000000,158.862,6.304,-136.615,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518342,1618.483,1,OK,0.1247639,-0.0844589,-0.9885852,0.0000000,158.906,6.342,-136.605,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518350,1618.508,1,OK,0.1248180,-0.0836403,-0.9886479,0.0000000,158.894,6.315,-136.624,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518358,1618.533,1,OK,0.1249111,-0.0821625,-0.9887601,0.0000000,158.876,6.258,-136.655,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518366,1618.558,1,OK,0.1247776,-0.0856542,-0.9884806,0.0000000,158.917,6.376,-136.628,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518374,1618.583,1,OK,0.1247639,-0.0859415,-0.9884574,0.0000000,158.911,6.380,-136.617,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518382,1618.608,1,OK,0.1247908,-0.0857003,-0.9884749,0.0000000,158.900,6.361,-136.619,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518390,1618.633,1,OK,0.1248210,-0.0872127,-0.9883388,0.0000000,158.900,6.410,-136.615,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518398,1618.658,1,OK,0.1247781,-0.0888574,-0.9881977,0.0000000,158.920,6.470,-136.610,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518406,1618.683,1,OK,0.1247762,-0.0901280,-0.9880829,0.0000000,158.941,6.521,-136.615,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518414,1618.708,1,OK,0.1249638,-0.0887010,-0.9881883,0.0000000,158.902,6.469,-136.642,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518422,1618.733,1,OK,0.1250365,-0.0896706,-0.9880916,0.0000000,158.891,6.507,-136.642,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518430,1618.758,1,OK,0.1250190,-0.0901043,-0.9880544,0.0000000,158.899,6.528,-136.638,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518438,1618.783,1,OK,0.1250559,-0.0899912,-0.9880600,0.0000000,158.894,6.539,-136.643,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518446,1618.808,1,OK,0.1250377,-0.0898492,-0.9880752,0.0000000,158.902,6.546,-136.640,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518454,1618.833,1,OK,0.1250768,-0.0893345,-0.9881170,0.0000000,158.904,6.539,-136.653,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518462,1618.858,1,OK,0.1252075,-0.0871706,-0.9882937,0.0000000,158.875,6.484,-136.667,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518470,1618.883,1,OK,0.1251450,-0.0877432,-0.9882509,0.0000000,158.904,6.516,-136.665,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518478,1618.908,1,OK,0.1252498,-0.0869993,-0.9883034,0.0000000,158.884,6.493,-136.668,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518486,1618.933,1,OK,0.1253548,-0.0862554,-0.9883553,0.0000000,158.866,6.470,-136.673,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518494,1618.958,1,OK,0.1252535,-0.0876422,-0.9882461,0.0000000,158.890,6.550,-136.638,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518502,1618.983,1,OK,0.1253767,-0.0876602,-0.9882289,0.0000000,158.876,6.550,-136.650,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518510,1619.008,1,OK,0.1255142,-0.0868310,-0.9882846,0.0000000,158.855,6.520,-136.671,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518518,1619.033,1,OK,0.1255299,-0.0871093,-0.9882582,0.0000000,158.853,6.528,-136.664,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518526,1619.057,1,OK,0.1256191,-0.0863863,-0.9883103,0.0000000,158.825,6.497,-136.658,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518534,1619.082,1,OK,0.1256110,-0.0873967,-0.9882225,0.0000000,158.828,6.526,-136.646,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518542,1619.107,1,OK,0.1257129,-0.0874239,-0.9882071,0.0000000,158.814,6.517,-136.663,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518550,1619.132,1,OK,0.1258323,-0.0874224,-0.9881921,0.0000000,158.789,6.520,-136.664,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518558,1619.157,1,OK,0.1258074,-0.0885269,-0.9880969,0.0000000,158.816,6.580,-136.665,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518566,1619.182,1,OK,0.1257911,-0.0893142,-0.9880281,0.0000000,158.819,6.605,-136.649,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518574,1619.207,1,OK,0.1258058,-0.0889605,-0.9880582,0.0000000,158.820,6.591,-136.654,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518582,1619.232,1,OK,0.1256934,-0.0903393,-0.9879474,0.0000000,158.848,6.650,-136.631,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518590,1619.257,1,OK,0.1254957,-0.0918564,-0.9878326,0.0000000,158.886,6.721,-136.593,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518598,1619.282,1,OK,0.1255784,-0.0919492,-0.9878134,0.0000000,158.878,6.726,-136.602,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518606,1619.307,1,OK,0.1256294,-0.0922158,-0.9877821,0.0000000,158.875,6.739,-136.610,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518614,1619.332,1,OK,0.1256151,-0.0935793,-0.9876557,0.0000000,158.884,6.786,-136.599,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518622,1619.357,1,OK,0.1255753,-0.0952531,-0.9875007,0.0000000,158.901,6.846,-136.580,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518630,1619.382,1,OK,0.1255720,-0.0960248,-0.9874264,0.0000000,158.906,6.870,-136.577,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518638,1619.407,1,OK,0.1254867,-0.0949442,-0.9875417,0.0000000,158.908,6.815,-136.571,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518646,1619.432,1,OK,0.1254176,-0.0956044,-0.9874868,0.0000000,158.919,6.830,-136.563,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518654,1619.457,1,OK,0.1255112,-0.0966716,-0.9873710,0.0000000,158.896,6.851,-136.569,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518662,1619.482,1,OK,0.1256032,-0.0961196,-0.9874132,0.0000000,158.868,6.814,-136.580,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518670,1619.507,1,OK,0.1256952,-0.0955675,-0.9874551,0.0000000,158.841,6.776,-136.592,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518678,1619.532,1,OK,0.1258705,-0.0958141,-0.9874089,0.0000000,158.823,6.778,-136.624,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518686,1619.557,1,OK,0.1260220,-0.0947856,-0.9874888,0.0000000,158.794,6.745,-136.649,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518694,1619.582,1,OK,0.1259880,-0.0954514,-0.9874290,0.0000000,158.801,6.779,-136.636,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518702,1619.607,1,OK,0.1258695,-0.0957870,-0.9874116,0.0000000,158.828,6.814,-136.621,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518710,1619.632,1,OK,0.1258036,-0.0963036,-0.9873698,0.0000000,158.848,6.848,-136.610,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518718,1619.657,1,OK,0.1257378,-0.0968200,-0.9873277,0.0000000,158.867,6.881,-136.600,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518726,1619.682,1,OK,0.1258281,-0.0973068,-0.9872683,0.0000000,158.880,6.935,-136.608,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518734,1619.707,1,OK,0.1258228,-0.0963974,-0.9873582,0.0000000,158.890,6.924,-136.604,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518742,1619.732,1,OK,0.1260351,-0.0950690,-0.9874599,0.0000000,158.862,6.907,-136.627,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518750,1619.757,1,OK,0.1261074,-0.0955560,-0.9874037,0.0000000,158.865,6.946,-136.623,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518758,1619.782,1,OK,0.1261501,-0.0975777,-0.9872005,0.0000000,158.866,7.042,-136.584,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518766,1619.807,1,OK,0.1262979,-0.0965382,-0.9872838,0.0000000,158.851,7.030,-136.593,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518774,1619.832,1,OK,0.1263929,-0.0953545,-0.9873866,0.0000000,158.861,7.021,-136.614,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518782,1619.857,1,OK,0.1264761,-0.0951426,-0.9873964,0.0000000,158.862,7.029,-136.613,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518790,1619.882,1,OK,0.1265818,-0.0961131,-0.9872889,0.0000000,158.863,7.079,-136.608,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518798,1619.907,1,OK,0.1267461,-0.0955890,-0.9873187,0.0000000,158.843,7.090,-136.610,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518806,1619.932,1,OK,0.1268738,-0.0962553,-0.9872375,0.0000000,158.839,7.126,-136.612,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518814,1619.957,1,OK,0.1269798,-0.0952826,-0.9873183,0.0000000,158.835,7.119,-136.626,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518822,1619.982,1,OK,0.1270217,-0.0964962,-0.9871950,0.0000000,158.822,7.167,-136.593,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518830,1620.007,1,OK,0.1269202,-0.0971442,-0.9871445,0.0000000,158.862,7.199,-136.588,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518838,1620.032,1,OK,0.1268415,-0.0958647,-0.9872797,0.0000000,158.879,7.158,-136.586,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518846,1620.057,1,OK,0.1267617,-0.0972756,-0.9871519,0.0000000,158.903,7.207,-136.566,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518854,1620.082,1,OK,0.1267850,-0.0983030,-0.9870472,0.0000000,158.901,7.237,-136.551,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518862,1620.107,1,OK,0.1268340,-0.0990184,-0.9869694,0.0000000,158.878,7.243,-136.535,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518870,1620.132,1,OK,0.1267637,-0.0994921,-0.9869307,0.0000000,158.891,7.254,-136.520,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518878,1620.157,1,OK,0.1266943,-0.1004450,-0.9868431,0.0000000,158.909,7.278,-136.507,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518886,1620.182,1,OK,0.1266540,-0.1012688,-0.9867641,0.0000000,158.920,7.304,-136.495,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518894,1620.207,1,OK,0.1266641,-0.1003007,-0.9868617,0.0000000,158.906,7.268,-136.488,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518902,1620.232,1,OK,0.1266177,-0.1008243,-0.9868143,0.0000000,158.935,7.288,-136.492,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518910,1620.256,1,OK,0.1266562,-0.1004041,-0.9868522,0.0000000,158.931,7.276,-136.491,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518918,1620.281,1,OK,0.1267213,-0.1000870,-0.9868760,0.0000000,158.920,7.258,-136.503,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518926,1620.306,1,OK,0.1267265,-0.0997674,-0.9869077,0.0000000,158.929,7.261,-136.519,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518934,1620.331,1,OK,0.1267525,-0.0989238,-0.9869893,0.0000000,158.935,7.235,-136.540,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518942,1620.356,1,OK,0.1268651,-0.0976843,-0.9870983,0.0000000,158.911,7.194,-136.558,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518950,1620.381,1,OK,0.1269733,-0.0977757,-0.9870753,0.0000000,158.909,7.204,-136.588,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518958,1620.406,1,OK,0.1269062,-0.0987828,-0.9869837,0.0000000,158.942,7.242,-136.602,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518966,1620.431,1,OK,0.1271310,-0.0972982,-0.9871022,0.0000000,158.886,7.180,-136.627,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518974,1620.456,1,OK,0.1271773,-0.0978501,-0.9870417,0.0000000,158.862,7.183,-136.623,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518982,1620.481,1,OK,0.1272552,-0.0974359,-0.9870726,0.0000000,158.841,7.170,-136.632,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518990,1620.506,1,OK,0.1272921,-0.0976340,-0.9870483,0.0000000,158.830,7.176,-136.644,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,518998,1620.531,1,OK,0.1272408,-0.0987540,-0.9869435,0.0000000,158.836,7.212,-136.635,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519006,1620.556,1,OK,0.1272378,-0.0989964,-0.9869196,0.0000000,158.832,7.206,-136.646,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519014,1620.581,1,OK,0.1271082,-0.1014985,-0.9866821,0.0000000,158.850,7.288,-136.620,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519022,1620.606,1,OK,0.1270481,-0.1022050,-0.9866169,0.0000000,158.853,7.309,-136.618,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519030,1620.631,1,OK,0.1269093,-0.1033042,-0.9865203,0.0000000,158.885,7.360,-136.613,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519038,1620.656,1,OK,0.1268152,-0.1029814,-0.9865661,0.0000000,158.883,7.353,-136.601,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519046,1620.681,1,OK,0.1267468,-0.1039815,-0.9864700,0.0000000,158.889,7.394,-136.598,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519054,1620.706,1,OK,0.1267607,-0.1030864,-0.9865622,0.0000000,158.873,7.360,-136.607,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519062,1620.731,1,OK,0.1266546,-0.1045147,-0.9864255,0.0000000,158.888,7.402,-136.603,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519070,1620.756,1,OK,0.1267738,-0.1035095,-0.9865162,0.0000000,158.857,7.380,-136.630,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519078,1620.781,1,OK,0.1267969,-0.1040316,-0.9864583,0.0000000,158.856,7.417,-136.637,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519086,1620.806,1,OK,0.1266776,-0.1052164,-0.9863480,0.0000000,158.895,7.487,-136.627,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519094,1620.831,1,OK,0.1265253,-0.1056572,-0.9863204,0.0000000,158.925,7.527,-136.609,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519102,1620.856,1,OK,0.1264037,-0.1066679,-0.9862272,0.0000000,158.951,7.581,-136.594,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519110,1620.881,1,OK,0.1263846,-0.1058399,-0.9863188,0.0000000,158.943,7.557,-136.595,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519118,1620.906,1,OK,0.1265708,-0.1048515,-0.9864005,0.0000000,158.904,7.525,-136.623,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519126,1620.931,1,OK,0.1266290,-0.1050927,-0.9863674,0.0000000,158.896,7.527,-136.637,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519134,1620.956,1,OK,0.1265921,-0.1058303,-0.9862933,0.0000000,158.904,7.553,-136.641,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519142,1620.981,1,OK,0.1264546,-0.1068647,-0.9861994,0.0000000,158.935,7.595,-136.629,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519150,1621.006,1,OK,0.1263395,-0.1076732,-0.9861262,0.0000000,158.961,7.618,-136.624,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519158,1621.031,1,OK,0.1262621,-0.1074478,-0.9861607,0.0000000,158.971,7.603,-136.626,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519166,1621.056,1,OK,0.1261659,-0.1077461,-0.9861404,0.0000000,158.967,7.589,-136.621,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519174,1621.081,1,OK,0.1261562,-0.1088628,-0.9860190,0.0000000,158.971,7.618,-136.631,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519182,1621.106,1,OK,0.1261531,-0.1084727,-0.9860624,0.0000000,158.976,7.601,-136.656,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519190,1621.131,1,OK,0.1260894,-0.1104590,-0.9858500,0.0000000,158.986,7.659,-136.639,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519198,1621.156,1,OK,0.1259406,-0.1119280,-0.9857033,0.0000000,159.020,7.709,-136.633,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519206,1621.181,1,OK,0.1258390,-0.1117167,-0.9857403,0.0000000,159.022,7.700,-136.627,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519214,1621.206,1,OK,0.1258225,-0.1120514,-0.9857044,0.0000000,159.036,7.724,-136.641,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519222,1621.231,1,OK,0.1257331,-0.1119749,-0.9857245,0.0000000,159.051,7.727,-136.647,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519230,1621.256,1,OK,0.1255219,-0.1130765,-0.9856257,0.0000000,159.088,7.775,-136.622,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519238,1621.281,1,OK,0.1255232,-0.1136886,-0.9855551,0.0000000,159.083,7.794,-136.628,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519246,1621.306,1,OK,0.1255673,-0.1135097,-0.9855701,0.0000000,159.061,7.790,-136.626,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519254,1621.331,1,OK,0.1255811,-0.1134603,-0.9855740,0.0000000,159.053,7.796,-136.632,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519262,1621.356,1,OK,0.1254576,-0.1151050,-0.9853990,0.0000000,159.077,7.848,-136.620,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519270,1621.381,1,OK,0.1253686,-0.1157721,-0.9853322,0.0000000,159.091,7.869,-136.616,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519278,1621.406,1,OK,0.1251800,-0.1171287,-0.9851958,0.0000000,159.115,7.913,-136.585,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519286,1621.431,1,OK,0.1252244,-0.1169252,-0.9852144,0.0000000,159.094,7.910,-136.586,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519294,1621.456,1,OK,0.1252791,-0.1160364,-0.9853125,0.0000000,159.071,7.875,-136.608,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519302,1621.480,1,OK,0.1252708,-0.1172752,-0.9851669,0.0000000,159.078,7.922,-136.618,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519310,1621.505,1,OK,0.1253178,-0.1186283,-0.9849989,0.0000000,159.070,7.964,-136.625,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519318,1621.530,1,OK,0.1254122,-0.1182849,-0.9850282,0.0000000,159.046,7.949,-136.640,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519326,1621.555,1,OK,0.1255064,-0.1179410,-0.9850574,0.0000000,159.023,7.935,-136.655,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,519334,1621.580,1,OK,0.1252600,-0.1193466,-0.9849195,0.0000000,159.068,7.981,-136.627,0.0000000,0
